0.019015		0.12685		0.690008
0.00904658		0.0779018		1.1098
0.000160801		0		1.08035
0.000147295		0		0.543615
0.000476078		0.0226159		0.760395
0.000155843		0.0147028		1.01158
0.019015		0.126849		0.690008
0.0401591		0.0226158		0.738181
0.0147935		0.0834527		1.1098
0.00904666		0.0778992		1.1098
0.000160818		0		1.08035
0.000147286		0		0.543615
0.000476127		0.0226173		0.760395
0.000155853		0.0147037		1.01158
0.0190147		0.126849		0.690008
0.0401594		0.0226175		0.738181
0.0147935		0.0834527		1.1098
0.00904654		0.0778983		1.1098
0.000160799		0		1.08035
0.000147303		1.3001e-14		0.963411
0.000476038		0.022615		0.760395
0.000155835		0.0147022		1.01158
0.000160806		0		1.08035
0.000147304		0		0.543615
0.000476105		0.0226165		0.760395
0.000155852		0.0147031		1.01158
0.0190147		0.126848		0.690008
0.040159		0.0226163		0.738181
0.0147934		0.0834521		1.1098
0.00904661		0.0778977		1.1098
-7.8673e-12		0		0.236956
0.000160797		0		1.08035
0.000147273		0		0.543615
0.000476072		0.0226158		0.760395
0.000155836		0.0147027		1.01158
0.0190147		0.126848		0.690008
0.0401591		0.0226158		0.738181
0.0147935		0.0834522		1.1098
0.00904651		0.0778996		1.1098
-7.8673e-12		0		0.121997
0.0283099		0		0.121997
0.00707746		0		0.429948
0.0401591		0.0226158		0.738181
0.0147935		0.0834527		1.1098
0.00904665		0.0778996		1.1098
0.02831		0.1548		0.252284
0.0070775		0.104223		0.445276
0.0147935		0.0834528		1.1098
0.00904651		0.0779		1.1098
0.0147934		0.0834513		1.1098
0.00904653		0.0778957		1.1098
0.0147935		0.0834526		1.1098
0.0090465		0.0779009		1.1098
-7.8673e-12		0		0.121997
0.0283099		0		0.121997
0.00707746		0		0.429948
1.54161		0.866723		0.330646
0.185326		0.376346		0.511296
0.431734		0.951368		0.511296
0.148168		0.306815		0.511296
0.122033		0.214072		0.451891
0.083556		0.202291		0.799221
0.0294549		0.0965078		0.799221
1.54161		0.866723		0.330646
0.185327		0.376347		0.511296
0.431734		0.951368		0.511296
0.148169		0.306816		0.511296
0.122036		0.214077		0.451891
0.0835502		0.202278		0.799221
0.029453		0.0965035		0.799221
1.54177		0.866788		0.330646
0.185361		0.376375		0.511296
0.431783		0.951382		0.511296
0.148195		0.306838		0.511296
0.122023		0.214068		0.799221
0.0835488		0.202284		0.799221
0.0294529		0.0965058		0.799221
1.54178		0.866791		0.330646
0.185365		0.376385		0.511296
0.431786		0.95138		0.511296
0.148199		0.30685		0.511296
0.267504		4.22351		0.131558
0.167748		0.276462		0.658343
0.0576676		0.133418		0.658343
1.54177		0.866788		0.330646
0.185361		0.376374		0.511296
0.431783		0.951382		0.511296
0.148195		0.306838		0.511296
0.267492		4.22353		0.131558
0.167759		0.276483		0.658343
1.54161		0.866723		0.330646
0.185327		0.376346		0.511296
0.431734		0.951368		0.511296
0.148169		0.306815		0.511296
0.267526		4.22351		0.131558
0.167753		0.27646		0.658343
0.0576691		0.133424		0.658343
1.54171		0.866741		0.330646
0.185365		0.376385		0.511296
0.431769		0.95138		0.511296
0.148199		0.306849		0.511296
0.267526		4.2235		0.131558
0.167754		0.276462		0.658343
0.0576679		0.133418		0.658343
1.54176		0.866788		0.330646
0.18539		0.376408		0.511296
0.431787		0.951382		0.511296
0.148218		0.306869		0.511296
1.54161		0.866723		0.330646
0.185327		0.376347		0.511296
0.431734		0.951368		0.511296
0.148169		0.306816		0.511296
1.54161		0.866723		0.330646
0.185326		0.376346		0.511296
0.431734		0.951368		0.511296
0.148168		0.306815		0.511296
1.54176		0.866788		0.330646
0.18539		0.376408		0.511296
0.431787		0.951382		0.511296
0.148218		0.306869		0.511296
1.54176		0.866788		0.330646
0.18539		0.376407		0.511296
0.431787		0.951382		0.511296
0.148218		0.306868		0.511296
1.54161		0.866723		0.330646
0.185326		0.376346		0.511296
0.431734		0.951368		0.511296
0.148168		0.306815		0.511296
1.54161		0.866723		0.330646
0.185327		0.376347		0.511296
0.431734		0.951368		0.511296
0.148169		0.306816		0.511296
1.54176		0.866788		0.330646
0.18539		0.376407		0.511296
0.431787		0.951382		0.511296
0.148218		0.306868		0.511296
1.54151		0.866689		0.330646
0.185268		0.376287		0.511296
0.431696		0.951358		0.511296
0.148122		0.30677		0.511296
1.54176		0.866788		0.330646
0.18539		0.376407		0.511296
0.431787		0.951382		0.511296
0.148218		0.306868		0.511296
8.27001		1.30578		0.489623
0.0933468		0.190043		0.447471
2.09084		1.00828		0.796488
0.0537041		0.109056		0.796488
1.54177		0.866788		0.330646
0.185361		0.376375		0.511296
0.431783		0.951382		0.511296
0.148195		0.306838		0.511296
0.26747		4.22346		0.131558
0.167758		0.276485		0.658343
0.057665		0.133418		0.658343
1.54334		0.797073		0.799221
0.0424352		0.0896778		0.583752
0.0207219		0.0672563		0.957848
0.0117643		0.0353858		0.957848
8.27001		1.30579		0.489623
0.093341		0.190036		0.447471
2.09084		1.00828		0.796488
0.0537008		0.109051		0.796488
8.27025		1.30579		0.489623
0.0933324		0.190028		0.447471
2.0909		1.00829		0.796488
0.053696		0.109047		0.796488
8.27038		1.30579		0.489623
0.0933314		0.190026		0.447471
2.09093		1.00829		0.796488
0.0536954		0.109046		0.796488
8.27026		1.30579		0.489623
0.0933366		0.190032		0.447471
2.0909		1.00829		0.796488
0.0536984		0.109049		0.796488
8.27001		1.30578		0.489623
0.093346		0.19004		0.447471
2.09084		1.00828		0.796488
0.0537037		0.109053		0.796488
8.27002		1.30578		0.489623
0.0933417		0.190039		0.447471
2.09084		1.00828		0.796488
0.0537012		0.109054		0.796488
8.27038		1.30579		0.489623
0.0933323		0.190026		0.447471
2.09093		1.00829		0.796488
0.0536959		0.109046		0.796488
8.2698		1.30575		0.489623
0.0933507		0.190049		0.447471
2.09079		1.00825		0.796488
0.0537062		0.109059		0.796488
8.27		1.30578		0.489623
0.0933427		0.19004		0.447471
2.09084		1.00828		0.796488
0.0537018		0.109054		0.796488
8.27001		1.30578		0.489623
0.0933444		0.19004		0.447471
2.09084		1.00828		0.796488
0.0537028		0.109053		0.796488
8.2698		1.30575		0.489623
0.0933462		0.190043		0.447471
2.09079		1.00825		0.796488
0.0537037		0.109054		0.796488
8.27038		1.30579		0.489623
0.0933323		0.190026		0.447471
2.09093		1.00829		0.796488
0.0536959		0.109046		0.796488
8.2698		1.30574		0.489623
0.0933486		0.190046		0.447471
